"PID","WEIGHT","cond","order_responses","val_1","val_2","val_3","val_4","val_5","top_value_num","top_value_char","response_cond1","response_cond2","response_cond3","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","antiest_1","antiest_2","antiest_3","antiest_4","ampride","trustgov","demsatis","radchange","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","RELIG","RELIG_OE","ATTEND","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","INCOME4","INCOME9","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV","response","antiest_4R","distrust","antiest","discontent","exclude"
2319,0.42417545,"kept",0,"Freedom","Equality","Liberty","Justice","Welfare",2,"Equality","The United States has not lives up to its promise of Equality. It's government has treated any race but white as sub-human, has denied women the right to be equals to men, and has allowed wealth inequality to run rampant.",NA,NA,"radchange","trustgov","demsatis","antiest","ampride",7,6,4,3,1,2,1,6,"vote","harris",NA,1,1,1,11,NA,1,"11/20/2024 8:28","11/20/2024 8:34",6,2,1,"Smartphone","male",30,2,2,"white/non-hisp","some coll",5,7,"$85,000 to $99,999",3,7,"MO",2,4,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The United States has not lives up to its promise of Equality. It's government has treated any race but white as sub-human, has denied women the right to be equals to men, and has allowed wealth inequality to run rampant.",5,6,5.5,5.83333333333333,0
2320,0.20808389,"kept",0,"Individuality","Personal rights","For the people","Protection","Prosperity",1,"Individuality","Freedom to do say and live as you believe. Live how you want without constraints. The ability to have support when you need without interference",NA,NA,"antiest","radchange","demsatis","trustgov","ampride",4,5,4,5,3,3,3,3,"vote","harris",NA,3,2,3,11,NA,2,"11/19/2024 20:02","11/19/2024 20:11",9,2,1,"Smartphone","female",62,4,5,"white/non-hisp","some coll",1,5,"$40,000 to $49,999",2,5,"MS",3,6,1,0,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Freedom to do say and live as you believe. Live how you want without constraints. The ability to have support when you need without interference",3,5,4,4,0
2322,0.0754173,"ctrl",1,"Freedom","Equality","Peace","Value","Home",2,"Equality",NA,NA,"Everyone is entitled to all and everything as a whole, not just certain somethings. Sharing is caring","demsatis","antiest","trustgov","radchange","ampride",4,4,4,4,3,4,4,4,"no vote",NA,NA,4,3,3,2,NA,2,"11/20/2024 21:19","11/20/2024 21:23",4,2,1,"Desktop","male",40,2,3,"hisp","some coll",1,1,"$60,000 to $74,999",3,6,"WI",2,3,0,1,1,"1",4,5,"#NULL!","1","2","#NULL!",2,"Everyone is entitled to all and everything as a whole, not just certain somethings. Sharing is caring",4,4,4,4,0
2323,0.14512873,"brkn",0,"Freedom","Liberty","Religious freedom","Right to bare arms","Rights granted by God be protected by our elected officials as their number one priority",5,"Rights granted by God be protected by our elected officials as their number one priority",NA,"We The People are the rulers and those elected officials are not protecting our sovereignty or our rights to life, liberty and the pursuit of happiness",NA,"demsatis","antiest","ampride","radchange","trustgov",7,1,4,5,5,5,1,1,"vote","trump",NA,7,5,5,2,NA,2,"11/30/2024 3:24","11/30/2024 3:42",19,2,1,"Smartphone","male",72,4,6,"black/non-hisp","some coll",1,5,"$150,000 to $174,999",4,9,"CA",4,9,1,1,1,"1",3,5,"#NULL!","#NULL!","#NULL!","#NULL!",5,"We The People are the rulers and those elected officials are not protecting our sovereignty or our rights to life, liberty and the pursuit of happiness",3,3,3.75,2.58333333333333,0
2327,1.01175382,"kept",1,"Freedom","Self-defense","Start fresh","Growth","Independence",1,"Freedom","Freedom to express yourself, chase after your dreams, have the choice on how to educate yourself and connection to country.",NA,NA,"ampride","demsatis","radchange","trustgov","antiest",5,7,3,2,1,1,1,7,"vote","harris",NA,1,1,3,2,NA,6,"11/22/2024 20:09","11/22/2024 20:18",8,2,1,"Smartphone","female",30,2,2,"white/non-hisp","bachelors",1,1,"$60,000 to $74,999",3,6,"IA",2,4,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Freedom to express yourself, chase after your dreams, have the choice on how to educate yourself and connection to country.",6,7,5.25,6.41666666666667,0
2337,1.08920361,"ctrl",1,"Freedom","Equality","Speech","Bear arms","Protection from government",3,"Speech",NA,NA,"Any type of speech that does not directly and actually causes violence.  Otherwise ALL speech is allowed.","antiest","radchange","demsatis","trustgov","ampride",4,7,6,4,5,2,3,7,"vote","other","Rfk",5,4,3,9,NA,1,"11/19/2024 17:00","11/19/2024 17:23",23,2,1,"Smartphone","male",41,2,3,"asian/non-hisp","masters",1,1,"$125,000 to $149,999",4,8,"CA",4,9,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Any type of speech that does not directly and actually causes violence.  Otherwise ALL speech is allowed.",4,6,5.25,6.08333333333333,0
2342,1.00189903,"brkn",1,"Freedom from oppression","Freedom of expression","Freedom of faith","Freedom to pursue your own dreams","Protection from tyranny",1,"Freedom from oppression",NA,"Laws are being created and interpreted that do not align with this promise. Many laws are created outside of the promises of the US with the knowledge that the average citizen can not afford to overcome them.",NA,"trustgov","demsatis","ampride","radchange","antiest",6,7,7,2,4,2,3,7,"vote","other","Chase Oliver",4,3,3,1,NA,6,"11/21/2024 15:37","11/21/2024 15:42",5,2,1,"Smartphone","male",46,3,4,"multi/non-hisp","some coll",1,1,"$60,000 to $74,999",3,6,"NC",3,5,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Laws are being created and interpreted that do not align with this promise. Many laws are created outside of the promises of the US with the knowledge that the average citizen can not afford to overcome them.",6,6,6.5,6.5,0
2351,3.92275181,"kept",1,"Freedom","Liberty","Justice","Pursuit of happiness","Peace",1,"Freedom","We are free to pursue any job you want. Can belong to any group or have no belief. Can move around the country as you wish.",NA,NA,"ampride","demsatis","antiest","radchange","trustgov",6,6,2,2,5,2,1,7,"vote","harris",NA,2,1,3,2,NA,7,"11/19/2024 15:14","11/19/2024 15:24",10,2,1,"Desktop","male",83,4,7,"asian/non-hisp","bachelors",1,5,"$60,000 to $74,999",3,6,"CA",4,9,1,1,1,"1",3,2,"0","0","0","0",2,"We are free to pursue any job you want. Can belong to any group or have no belief. Can move around the country as you wish.",6,6,5,6,0
2352,1.22670257,"brkn",0,"freedom","equal rights","money","citizenship","loyalty",2,"equal rights",NA,"In some ways the United States of America has not been living up to its promise has many and various reasons. As stated theres many in political arguments but were not here to talk about that, many would say jobs. So many think that jobs arent equal to women , they believe men get paid more, and in some cases thats right. I believe many men have such a hard job such as working in extreme weather. Many women hate that, but genuinely their able to get out there they just simply cant handle it. maybe some jobs wont hire women and because they know how they get , i dont believe there is any broken promises or being unfair , its just what we see as a society if they were to put that work in as men maybe they woukd be seen different .",NA,"trustgov","ampride","demsatis","antiest","radchange",6,6,6,6,4,5,1,3,"no vote",NA,NA,4,3,3,12,NA,1,"11/19/2024 23:26","11/19/2024 23:33",7,2,1,"Smartphone","female",20,1,1,"hisp","HS",5,1,"$100,000 to $124,999",4,8,"TX",3,7,1,1,2,"1",4,4,"0","0","1","0",3,"In some ways the United States of America has not been living up to its promise has many and various reasons. As stated theres many in political arguments but were not here to talk about that, many would say jobs. So many think that jobs arent equal to women , they believe men get paid more, and in some cases thats right. I believe many men have such a hard job such as working in extreme weather. Many women hate that, but genuinely their able to get out there they just simply cant handle it. maybe some jobs wont hire women and because they know how they get , i dont believe there is any broken promises or being unfair , its just what we see as a society if they were to put that work in as men maybe they woukd be seen different .",2,3,5,3.66666666666667,0
2356,0.47149599,"kept",0,"Freedom of speech","Social.security","Enriched life","Good.wages","Safe from.tyranny",1,"Freedom of speech","Then government will not censor personal speech  private companies reserve the right to censor their own content.",NA,NA,"demsatis","ampride","radchange","antiest","trustgov",6,6,3,3,2,3,4,2,"vote","other","Robert F Kennedy Jr",3,2,3,11,NA,1,"11/19/2024 21:14","11/23/2024 19:58",6,2,1,"Smartphone","male",42,2,3,"white/non-hisp","some coll",5,1,"$60,000 to $74,999",3,6,"MI",2,3,1,1,1,"1",4,4,"#NULL!","#NULL!","#NULL!","1",3,"Then government will not censor personal speech  private companies reserve the right to censor their own content.",5,5,5,4,0
2360,0.49362205,"brkn",1,"Religious freedom","Democracy","Financial opportunity","Free speech","No interference from government",2,"Democracy",NA,"President Trump is going to abuse his power. We are losing our checks and balances. When a leader doesn’t believe in our elections, that’s a problem.",NA,"antiest","demsatis","radchange","ampride","trustgov",5,6,5,2,3,2,2,3,"vote","harris",NA,1,1,1,2,NA,3,"11/19/2024 21:10","11/19/2024 21:16",7,2,1,"Smartphone","female",63,4,5,"white/non-hisp","some coll",1,1,"$125,000 to $149,999",4,8,"FL",3,5,1,1,1,"1",3,2,"0","0","0","0",2,"President Trump is going to abuse his power. We are losing our checks and balances. When a leader doesn’t believe in our elections, that’s a problem.",6,6,5.5,4.83333333333333,0
2362,0.81332512,"kept",1,"freedom of religon","all men are equal","freedom of speech","democratic gov","equal representation",3,"freedom of speech","The Supreme Court continues to support the concept.  Freedom of the press also supports the concept.",NA,NA,"antiest","trustgov","ampride","radchange","demsatis",4,4,3,4,4,4,6,2,"vote","harris",NA,6,5,3,12,NA,1,"11/20/2024 19:35","11/20/2024 19:42",8,2,1,"Desktop","male",74,4,6,"white/non-hisp","some coll",3,5,"$60,000 to $74,999",3,6,"IA",2,4,1,1,1,"1",2,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"The Supreme Court continues to support the concept.  Freedom of the press also supports the concept.",4,4,3.75,3.25,0
2366,1.25346961,"kept",1,"Democracy","Freedom","Fairness","Compasion","Making life better",1,"Democracy","Elections are being held fairly.  Many politicians seem to want to circumvent democracy for their own desires.",NA,NA,"antiest","radchange","ampride","demsatis","trustgov",7,5,4,4,3,3,2,7,"vote","harris",NA,2,1,3,10,NA,1,"11/21/2024 15:42","11/21/2024 15:52",11,2,1,"Desktop","male",72,4,6,"white/non-hisp","some coll",1,5,"$40,000 to $49,999",2,5,"FL",3,5,1,1,2,"3",4,3,"0","0","0","0",3,"Elections are being held fairly.  Many politicians seem to want to circumvent democracy for their own desires.",4,5,5,5.66666666666667,0
2369,1.82315061,"ctrl",1,"Nothing","Money hungry","Workers","No middle class","Hate",2,"Money hungry",NA,NA,"No one will own anything , if you not part of the 1 percenters . Everything is about money nothing is about the people.","trustgov","demsatis","ampride","radchange","antiest",1,7,7,5,2,1,3,7,"vote","other","That’s personal",2,1,4,12,NA,4,"11/20/2024 12:27","11/20/2024 12:41",14,2,1,"Smartphone","female",37,2,3,"black/non-hisp","HS",5,1,"$60,000 to $74,999",3,6,"MI",2,3,1,1,1,"1",4,4,"0","1","0","2",1,"No one will own anything , if you not part of the 1 percenters . Everything is about money nothing is about the people.",3,7,4.5,6.16666666666667,0
2370,0.15784895,"brkn",1,"Freedom of speech","Freedom of religion","Democracy","Right to elect","Pursuit of happiness",1,"Freedom of speech",NA,"Social Media manipulation,censoring publications, higher authories not allowing informaion to be published",NA,"radchange","antiest","demsatis","ampride","trustgov",5,5,7,1,5,1,3,5,"vote","harris",NA,1,1,3,12,NA,2,"11/20/2024 22:05","11/21/2024 23:41",10,2,1,"Smartphone","female",50,3,4,"hisp","some coll",3,2,"$5,000 to $9,999",1,1,"TX",3,7,1,1,2,"3",4,2,"1","#NULL!","#NULL!","#NULL!",1,"Social Media manipulation,censoring publications, higher authories not allowing informaion to be published",7,7,6,6,0
2374,0.97019757,"kept",1,"Freedom of speech","Unity","Prosperity","Security","Truth",4,"Security","The United States provides security to all it’s citizens by securing the borders. By seeking out threats outside of it borders.",NA,NA,"demsatis","antiest","trustgov","ampride","radchange",6,7,5,3,5,2,2,5,"vote","trump",NA,4,3,3,12,NA,2,"11/24/2024 14:40","11/24/2024 14:48",8,2,1,"Smartphone","male",45,3,4,"white/non-hisp","some coll",1,1,"$125,000 to $149,999",4,8,"NE",2,4,1,1,2,"3",4,4,"#NULL!","#NULL!","#NULL!","2",2,"The United States provides security to all it’s citizens by securing the borders. By seeking out threats outside of it borders.",5,6,5.75,5.58333333333333,0
2382,0.0713104,"ctrl",0,"FREEDOM","SPEECH","PROTECTION","UNITY","VALUE",1,"FREEDOM",NA,NA,"NOT BEING DISCRIMATED BASED ON RACE OR RELIGION, AGE AND SEXUAL ORIENTATION, BEING ABLE TO BE FREE ON SPEECH","ampride","trustgov","radchange","antiest","demsatis",5,6,6,6,4,6,4,4,"no vote",NA,NA,6,5,3,12,NA,6,"11/19/2024 15:04","11/19/2024 15:11",7,2,1,"Desktop","female",42,2,3,"hisp","some coll",3,1,"$30,000 to $34,999",2,4,"CA",4,9,1,0,2,"3",4,4,"#NULL!","#NULL!","#NULL!","2",2,"NOT BEING DISCRIMATED BASED ON RACE OR RELIGION, AGE AND SEXUAL ORIENTATION, BEING ABLE TO BE FREE ON SPEECH",2,2,4.75,3.58333333333333,0
2393,0.54480641,"ctrl",1,"freedom","liberty","justice","independence","fresh start",1,"freedom",NA,NA,"the rights to live and work how one pleases, to express onself in a reasonable manner and to worship as one wants","demsatis","antiest","ampride","radchange","trustgov",4,4,4,4,3,4,6,4,"vote","trump",NA,7,5,4,2,NA,8,"11/20/2024 11:57","11/20/2024 12:08",11,2,1,"Desktop","male",40,2,3,"white/non-hisp","bachelors",5,1,"$100,000 to $124,999",4,8,"MA",1,1,1,1,2,"1",2,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"the rights to live and work how one pleases, to express onself in a reasonable manner and to worship as one wants",4,4,4,4,0
2396,1.13442558,"brkn",0,"One nation under God","Loyalty to our country","Obey the Ten Commandments","Stand up for the flag","Justice for all",2,"Loyalty to our country",NA,"Not showing our veterans any respect when they fought for our country. Letting our soldiers go homeless and hungry after they gave up there life for the US.",NA,"ampride","radchange","antiest","demsatis","trustgov",5,6,6,5,4,3,1,6,"vote","trump",NA,5,4,4,1,NA,4,"11/19/2024 18:31","11/19/2024 18:45",12,2,1,"Desktop","female",76,4,7,"white/non-hisp","HS",3,2,"$60,000 to $74,999",3,6,"OH",2,3,1,1,2,"#NULL!",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Not showing our veterans any respect when they fought for our country. Letting our soldiers go homeless and hungry after they gave up there life for the US.",3,5,5,5.33333333333333,0
2397,1.73430121,"brkn",1,"Freedom","Equality","Liberty","Safety","Family and community",3,"Liberty",NA,"By not resolving external and internal threats, the government (rightfully) imposes restrictions and checks which limit our actions. Fully addressing those threat would help to alleviate the necessity of those restrictions.",NA,"demsatis","radchange","antiest","ampride","trustgov",5,5,5,3,3,4,2,2,"vote","harris",NA,4,3,4,1,NA,2,"11/20/2024 7:47","11/20/2024 8:06",19,2,1,"Desktop","male",79,4,7,"white/non-hisp","masters",1,5,"$200,000 or more",4,9,"VA",3,5,1,1,1,"1",2,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"By not resolving external and internal threats, the government (rightfully) imposes restrictions and checks which limit our actions. Fully addressing those threat would help to alleviate the necessity of those restrictions.",5,4,5,3.66666666666667,0
2406,0.81424487,"ctrl",1,"Rule of law","Three equal branches of government","Democratic government","Right to vote","Adherence to constitution",1,"Rule of law",NA,NA,"We assume in this country that the law is the standard, and that all Americans should abide by the laws of the com, state, or nation.","demsatis","antiest","ampride","radchange","trustgov",2,3,2,6,3,2,7,2,"vote","harris",NA,1,1,1,1,NA,7,"11/27/2024 13:23","11/27/2024 13:31",8,2,1,"Tablet","female",77,4,7,"white/non-hisp","masters",1,5,"$150,000 to $174,999",4,9,"IL",2,3,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"We assume in this country that the law is the standard, and that all Americans should abide by the laws of the com, state, or nation.",2,6,2.25,3.41666666666667,0
